locus_tag	ftype	length_bp	gene	EC_number	COG	product
MFNABGGJ_05239	CDS	678				hypothetical protein
MFNABGGJ_05240	CDS	1959	macB_4	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
MFNABGGJ_05241	CDS	1122	macA_3		COG0845	Macrolide export protein MacA
MFNABGGJ_05242	CDS	672				hypothetical protein
MFNABGGJ_05243	CDS	11418	tycC_1			Tyrocidine synthase 3
MFNABGGJ_05244	CDS	12921	grsB			Gramicidin S synthase 2
MFNABGGJ_05245	CDS	927				hypothetical protein
MFNABGGJ_05246	CDS	546				hypothetical protein
MFNABGGJ_05247	CDS	675				hypothetical protein
MFNABGGJ_05248	CDS	312				hypothetical protein
MFNABGGJ_05249	CDS	879				hypothetical protein
MFNABGGJ_05250	CDS	543	ddpX	3.4.13.22	COG2173	D-alanyl-D-alanine dipeptidase
MFNABGGJ_05251	CDS	1551	ddpA		COG0747	putative D,D-dipeptide-binding periplasmic protein DdpA
MFNABGGJ_05252	CDS	1017	ddpB		COG0601	putative D,D-dipeptide transport system permease protein DdpB
MFNABGGJ_05253	CDS	900	ddpC_2		COG1173	putative D,D-dipeptide transport system permease protein DdpC
MFNABGGJ_05254	CDS	987	ddpD		COG0444	putative D,D-dipeptide transport ATP-binding protein DdpD
MFNABGGJ_05255	CDS	951	ddpF_2		COG1124	putative D,D-dipeptide transport ATP-binding protein DdpF
MFNABGGJ_05256	CDS	1341	proP_7			Proline/betaine transporter
MFNABGGJ_05257	CDS	1533	lcfB	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
MFNABGGJ_05258	CDS	1179	fadA_4	2.3.1.16		3-ketoacyl-CoA thiolase
MFNABGGJ_05259	CDS	573				hypothetical protein
MFNABGGJ_05260	CDS	915	argP_4			HTH-type transcriptional regulator ArgP
MFNABGGJ_05261	CDS	1302	naiP_2			Putative niacin/nicotinamide transporter NaiP
MFNABGGJ_05262	CDS	1224	frc_1	2.8.3.16		Formyl-CoA:oxalate CoA-transferase
MFNABGGJ_05263	CDS	783	scpB_1	4.1.1.-	COG1024	Methylmalonyl-CoA decarboxylase
MFNABGGJ_05264	CDS	528	mntP		COG1971	putative manganese efflux pump MntP
MFNABGGJ_05265	CDS	1068	yahK	1.1.1.2	COG1064	Aldehyde reductase YahK
MFNABGGJ_05266	CDS	897				hypothetical protein
MFNABGGJ_05267	CDS	1392				hypothetical protein
MFNABGGJ_05268	CDS	819		3.1.1.2		Arylesterase
MFNABGGJ_05269	CDS	417				hypothetical protein
MFNABGGJ_05270	CDS	876	dmlR_22			HTH-type transcriptional regulator DmlR
MFNABGGJ_05271	CDS	999	ppsC_1	2.3.1.41		Phthiocerol synthesis polyketide synthase type I PpsC
MFNABGGJ_05272	CDS	900	gcvA_11			Glycine cleavage system transcriptional activator
MFNABGGJ_05273	CDS	606	yibF_2		COG0625	putative GST-like protein YibF
MFNABGGJ_05274	CDS	1125	nemA_1	1.3.1.-	COG1902	N-ethylmaleimide reductase
MFNABGGJ_05275	CDS	678				hypothetical protein
MFNABGGJ_05276	CDS	957	cdhR_8		COG4977	HTH-type transcriptional regulator CdhR
MFNABGGJ_05277	CDS	516				hypothetical protein
MFNABGGJ_05278	CDS	873	uppP_2	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
MFNABGGJ_05279	CDS	957	yfeX_2	1.11.1.-	COG2837	Dye-decolorizing peroxidase YfeX
MFNABGGJ_05280	CDS	1026	rtcA	6.5.1.4	COG0430	RNA 3'-terminal phosphate cyclase
MFNABGGJ_05281	CDS	795				hypothetical protein
MFNABGGJ_05282	CDS	1227	rtcB	6.5.1.-	COG1690	RNA-splicing ligase RtcB
MFNABGGJ_05283	CDS	1551	rsr			60 kDa SS-A/Ro ribonucleoprotein 
MFNABGGJ_05284	CDS	1608	norR_2			Anaerobic nitric oxide reductase transcription regulator NorR
MFNABGGJ_05285	CDS	918	tri1_2	3.2.2.19	COG1397	ADP-ribosylarginine hydrolase Tri1
MFNABGGJ_05286	CDS	1740	dapE_3	3.5.1.18		Succinyl-diaminopimelate desuccinylase
MFNABGGJ_05287	CDS	1740	irtB	3.6.3.-	COG1132	Iron import ATP-binding/permease protein IrtB
MFNABGGJ_05288	CDS	1794	irtA	3.6.3.-	COG1132	Iron import ATP-binding/permease protein IrtA
MFNABGGJ_05289	CDS	957	fecR_11		COG3712	Protein FecR
MFNABGGJ_05290	CDS	510	fecI_15		COG1595	putative RNA polymerase sigma factor FecI
MFNABGGJ_05291	CDS	795	fetB		COG0390	putative iron export permease protein FetB
MFNABGGJ_05292	CDS	678	fetA	3.6.3.-	COG4619	putative iron export ATP-binding protein FetA
MFNABGGJ_05293	CDS	465				hypothetical protein
MFNABGGJ_05294	CDS	1215				hypothetical protein
MFNABGGJ_05295	CDS	3471				hypothetical protein
MFNABGGJ_05296	CDS	753				hypothetical protein
MFNABGGJ_05297	CDS	1047	yscU_2			Yop proteins translocation protein U
MFNABGGJ_05298	CDS	813	spaR_2		COG4791	Surface presentation of antigens protein SpaR
MFNABGGJ_05299	CDS	270				hypothetical protein
MFNABGGJ_05300	CDS	654	spaP_2		COG4790	Surface presentation of antigens protein SpaP
MFNABGGJ_05301	CDS	1002				hypothetical protein
MFNABGGJ_05302	CDS	450				hypothetical protein
MFNABGGJ_05303	CDS	1227				hypothetical protein
MFNABGGJ_05304	CDS	1323	yscN	7.1.2.2		putative ATP synthase YscN
MFNABGGJ_05305	CDS	579	yscL			Yop proteins translocation protein L
MFNABGGJ_05306	CDS	618				hypothetical protein
MFNABGGJ_05307	CDS	783				hypothetical protein
MFNABGGJ_05308	CDS	438				hypothetical protein
MFNABGGJ_05309	CDS	231				hypothetical protein
MFNABGGJ_05310	CDS	567	sctC_4			Type 3 secretion system secretin
MFNABGGJ_05311	CDS	765				hypothetical protein
MFNABGGJ_05312	CDS	381				hypothetical protein
MFNABGGJ_05313	CDS	516	mug	3.2.2.28	COG3663	G/U mismatch-specific DNA glycosylase
MFNABGGJ_05314	CDS	1119	aguA_2	3.5.3.12	COG2957	Agmatine deiminase
MFNABGGJ_05315	CDS	1089	spuD_5		COG0687	Putrescine-binding periplasmic protein SpuD
MFNABGGJ_05316	CDS	894		3.5.1.77		N-carbamoyl-D-amino acid hydrolase
MFNABGGJ_05317	CDS	1053	aguA_3	3.5.3.12	COG2957	Putative agmatine deiminase
MFNABGGJ_05318	CDS	870	gcvA_12			Glycine cleavage system transcriptional activator
MFNABGGJ_05319	CDS	2046				hypothetical protein
MFNABGGJ_05320	CDS	264				hypothetical protein
MFNABGGJ_05321	tRNA	76				tRNA-Asn(gtt)
MFNABGGJ_05322	CDS	1383	glpQ_2	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, periplasmic
MFNABGGJ_05323	CDS	1233	uctC	2.8.3.19		Acetyl-CoA:oxalate CoA-transferase
MFNABGGJ_05324	CDS	1530	fadJ_2	5.1.2.3		Fatty acid oxidation complex subunit alpha
MFNABGGJ_05325	CDS	786	paaF_3	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
MFNABGGJ_05326	CDS	858	tsaQ1_1			HTH-type transcriptional regulator TsaQ1/TsaQ2
MFNABGGJ_05327	CDS	1155	mmgC_7	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
MFNABGGJ_05328	CDS	1275	yjhB			Putative metabolite transport protein YjhB
MFNABGGJ_05329	CDS	927				hypothetical protein
MFNABGGJ_05330	CDS	795				hypothetical protein
MFNABGGJ_05331	CDS	2463				hypothetical protein
MFNABGGJ_05332	CDS	1821	bmrA	3.6.3.-	COG1132	Multidrug resistance ABC transporter ATP-binding/permease protein BmrA
MFNABGGJ_05333	CDS	636				hypothetical protein
MFNABGGJ_05334	CDS	945				hypothetical protein
MFNABGGJ_05335	CDS	288	bolA		COG0271	DNA-binding transcriptional regulator BolA
MFNABGGJ_05336	CDS	519				hypothetical protein
MFNABGGJ_05337	CDS	1389	fumC_2	4.2.1.2	COG0114	Fumarate hydratase class II
MFNABGGJ_05338	CDS	957	yhbE		COG0697	putative inner membrane transporter YhbE
MFNABGGJ_05339	CDS	1125				hypothetical protein
MFNABGGJ_05340	CDS	1395				hypothetical protein
MFNABGGJ_05341	CDS	3735		3.4.21.-		Extracellular serine protease
MFNABGGJ_05342	CDS	474	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
MFNABGGJ_05343	CDS	243	moaD		COG1977	Molybdopterin synthase sulfur carrier subunit
MFNABGGJ_05344	CDS	450	moaE	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit
MFNABGGJ_05345	CDS	1137	dauA_2	1.4.99.6		FAD-dependent catabolic D-arginine dehydrogenase DauA
MFNABGGJ_05346	CDS	1488	rhlB_2	3.6.4.13		ATP-dependent RNA helicase RhlB
MFNABGGJ_05347	CDS	657	estB_4	3.1.1.1	COG0400	Carboxylesterase 2
MFNABGGJ_05348	CDS	1032	yhdW_2			Putative amino-acid ABC transporter-binding protein YhdW
MFNABGGJ_05349	CDS	1182				hypothetical protein
MFNABGGJ_05350	CDS	1098	yhdY		COG0765	Inner membrane amino-acid ABC transporter permease protein YhdY
MFNABGGJ_05351	CDS	765	glnQ_7			Glutamine transport ATP-binding protein GlnQ
MFNABGGJ_05352	CDS	483				hypothetical protein
MFNABGGJ_05353	CDS	186				hypothetical protein
MFNABGGJ_05354	CDS	660	lutR_6		COG2186	HTH-type transcriptional regulator LutR
MFNABGGJ_05355	CDS	1257	yycB_3		COG2807	putative transporter YycB
MFNABGGJ_05356	CDS	651				hypothetical protein
MFNABGGJ_05357	CDS	1128				hypothetical protein
MFNABGGJ_05358	CDS	2436	yraJ_2		COG3188	Outer membrane usher protein YraJ
MFNABGGJ_05359	CDS	699				hypothetical protein
MFNABGGJ_05360	CDS	627				hypothetical protein
MFNABGGJ_05361	CDS	630	gltF_2			Protein GltF
MFNABGGJ_05362	CDS	618	gltF_3			Protein GltF
MFNABGGJ_05363	CDS	618	gltF_4			Protein GltF
MFNABGGJ_05364	CDS	822	rcsC_18	2.7.13.3		Sensor histidine kinase RcsC
MFNABGGJ_05365	CDS	636	rcsB_3		COG2197	Transcriptional regulatory protein RcsB
MFNABGGJ_05366	CDS	471				hypothetical protein
MFNABGGJ_05367	CDS	276				hypothetical protein
MFNABGGJ_05368	CDS	936				hypothetical protein
MFNABGGJ_05369	CDS	2427	cntO_4		COG1629	Metal-pseudopaline receptor CntO
MFNABGGJ_05370	CDS	1035				hypothetical protein
MFNABGGJ_05371	CDS	1461	dacC_3	3.4.16.4	COG2027	D-alanyl-D-alanine carboxypeptidase DacC
MFNABGGJ_05372	CDS	876	rhaS_11			HTH-type transcriptional activator RhaS
MFNABGGJ_05373	CDS	912				hypothetical protein
MFNABGGJ_05374	CDS	1545	norR2		COG3604	Nitric oxide reductase transcription regulator NorR2
MFNABGGJ_05375	CDS	1182	hmp	1.14.12.17	COG1017	Flavohemoprotein
MFNABGGJ_05376	CDS	507	dsbB_2			Disulfide bond formation protein B
MFNABGGJ_05377	CDS	942	cyoA		COG1622	Cytochrome bo(3) ubiquinol oxidase subunit 2
MFNABGGJ_05378	CDS	2019	cyoB	7.1.1.3	COG0843	Cytochrome bo(3) ubiquinol oxidase subunit 1
MFNABGGJ_05379	CDS	627	cyoC		COG1845	Cytochrome bo(3) ubiquinol oxidase subunit 3
MFNABGGJ_05380	CDS	336	cyoD		COG3125	Cytochrome bo(3) ubiquinol oxidase subunit 4
MFNABGGJ_05381	CDS	888	cyoE	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
MFNABGGJ_05382	CDS	693	queC_3	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
MFNABGGJ_05383	CDS	789	nimR_9			HTH-type transcriptional regulator NimR
MFNABGGJ_05384	CDS	999				hypothetical protein
MFNABGGJ_05385	CDS	1191	sotB_3			Sugar efflux transporter B
MFNABGGJ_05386	CDS	567				hypothetical protein
MFNABGGJ_05387	CDS	369				hypothetical protein
MFNABGGJ_05388	CDS	156				hypothetical protein
MFNABGGJ_05389	CDS	1554				hypothetical protein
MFNABGGJ_05390	CDS	843	yddE_2	5.1.-.-	COG0384	putative isomerase YddE
MFNABGGJ_05391	CDS	378				hypothetical protein
MFNABGGJ_05392	CDS	237				hypothetical protein
MFNABGGJ_05393	CDS	849	peb1A		COG0834	Major cell-binding factor
MFNABGGJ_05394	CDS	663	glnP_3		COG0765	Glutamine transport system permease protein GlnP
MFNABGGJ_05395	CDS	663	tcyB		COG0765	L-cystine transport system permease protein TcyB
MFNABGGJ_05396	CDS	786	glnQ_8		COG1126	Glutamine transport ATP-binding protein GlnQ
MFNABGGJ_05397	CDS	390	yabJ_3	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
MFNABGGJ_05398	CDS	765	xynR		COG1414	HTH-type transcriptional regulator XynR
MFNABGGJ_05399	CDS	1209	dhaa	4.1.3.41	COG3616	3-hydroxy-D-aspartate aldolase
MFNABGGJ_05400	CDS	909	kdgK_1	2.7.1.45	COG0524	2-dehydro-3-deoxygluconokinase
MFNABGGJ_05401	CDS	276	ppiC_1	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase C
MFNABGGJ_05402	CDS	2538	rcsC_19	2.7.13.3		Sensor histidine kinase RcsC
MFNABGGJ_05403	CDS	1959	acs_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
MFNABGGJ_05404	CDS	774	bdhA	1.1.1.30		D-beta-hydroxybutyrate dehydrogenase
MFNABGGJ_05405	CDS	1392				hypothetical protein
MFNABGGJ_05406	CDS	1398	norR_3			Anaerobic nitric oxide reductase transcription regulator NorR
MFNABGGJ_05407	CDS	1572	yejF_2		COG4172	putative ABC transporter ATP-binding protein YejF
MFNABGGJ_05408	CDS	1023	yejE_2		COG4239	Inner membrane ABC transporter permease protein YejE
MFNABGGJ_05409	CDS	1062	yejB_2		COG4174	Inner membrane ABC transporter permease protein YejB
MFNABGGJ_05410	CDS	1860				hypothetical protein
MFNABGGJ_05411	CDS	282	ppiC_2	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase C
MFNABGGJ_05412	CDS	921				hypothetical protein
MFNABGGJ_05413	CDS	1419	spuC_3	2.6.1.113	COG0161	Putrescine--pyruvate aminotransferase
MFNABGGJ_05414	CDS	1101	spuE_4		COG0687	Spermidine-binding periplasmic protein SpuE
MFNABGGJ_05415	CDS	495				hypothetical protein
MFNABGGJ_05416	CDS	822				hypothetical protein
MFNABGGJ_05417	CDS	516	hcpA		COG3157	Major exported protein
MFNABGGJ_05418	CDS	1566				hypothetical protein
MFNABGGJ_05419	CDS	498				hypothetical protein
MFNABGGJ_05420	CDS	1476				hypothetical protein
MFNABGGJ_05421	CDS	426				hypothetical protein
MFNABGGJ_05422	CDS	1776				hypothetical protein
MFNABGGJ_05423	CDS	1008				hypothetical protein
MFNABGGJ_05424	CDS	2571	clpV1_2		COG0542	Protein ClpV1
MFNABGGJ_05425	CDS	903	cynR_8			HTH-type transcriptional regulator CynR
MFNABGGJ_05426	CDS	1347	oprD_7	3.4.21.-		Porin D
MFNABGGJ_05427	CDS	1353	proP_8			Proline/betaine transporter
MFNABGGJ_05428	CDS	1389	aam_2	3.5.1.13	COG0154	Acylamidase
MFNABGGJ_05429	CDS	828				hypothetical protein
MFNABGGJ_05430	CDS	207				hypothetical protein
MFNABGGJ_05431	CDS	579	puuR_2			HTH-type transcriptional regulator PuuR
MFNABGGJ_05432	CDS	1956		1.16.1.-	COG0446	Metal reductase
MFNABGGJ_05433	CDS	759	mtnB_2	4.2.1.109		Methylthioribulose-1-phosphate dehydratase
MFNABGGJ_05434	CDS	639	betI_4			HTH-type transcriptional regulator BetI
MFNABGGJ_05435	CDS	792		4.2.1.150	COG1024	Crotonyl-CoA hydratase
MFNABGGJ_05436	CDS	1161	acdA_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
MFNABGGJ_05437	CDS	2100	FCS1	6.2.1.34		Trans-feruloyl-CoA synthase FCS1
MFNABGGJ_05438	CDS	1611	aruI_2	4.1.1.75	COG0028	putative 2-ketoarginine decarboxylase AruI
MFNABGGJ_05439	CDS	1587				hypothetical protein
MFNABGGJ_05440	CDS	960	gsiC_3		COG0601	Glutathione transport system permease protein GsiC
MFNABGGJ_05441	CDS	828	gsiD_2		COG1173	Glutathione transport system permease protein GsiD
MFNABGGJ_05442	CDS	1620	gsiA_3	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
MFNABGGJ_05443	CDS	702	kefF_2	1.6.5.2	COG2249	Glutathione-regulated potassium-efflux system ancillary protein KefF
MFNABGGJ_05444	CDS	1077	aroF_2	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
MFNABGGJ_05445	CDS	153				hypothetical protein
MFNABGGJ_05446	CDS	135				hypothetical protein
MFNABGGJ_05447	CDS	753	nadE_4	6.3.5.1		Glutamine-dependent NAD(+) synthetase
MFNABGGJ_05448	CDS	435				hypothetical protein
MFNABGGJ_05449	CDS	240				hypothetical protein
MFNABGGJ_05450	CDS	366				hypothetical protein
MFNABGGJ_05451	CDS	585	gacA			Response regulator GacA
MFNABGGJ_05452	CDS	1839	uvrC		COG0322	UvrABC system protein C
MFNABGGJ_05453	CDS	561	pgsA	2.7.8.5	COG0558	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
MFNABGGJ_05454	tRNA	76				tRNA-Gly(gcc)
MFNABGGJ_05455	CDS	225				hypothetical protein
MFNABGGJ_05456	CDS	2418	rcsC_20	2.7.13.3		Sensor histidine kinase RcsC
MFNABGGJ_05457	CDS	660	rcsB_4		COG2197	Transcriptional regulatory protein RcsB
MFNABGGJ_05458	CDS	1305				hypothetical protein
MFNABGGJ_05459	CDS	4986				hypothetical protein
MFNABGGJ_05460	CDS	180				hypothetical protein
MFNABGGJ_05461	CDS	891				hypothetical protein
MFNABGGJ_05462	CDS	1059	bepA_3	3.4.-.-		Beta-barrel assembly-enhancing protease
MFNABGGJ_05463	CDS	1503	kaiC_3	2.7.11.1		Circadian clock protein kinase KaiC
MFNABGGJ_05464	CDS	1671	rcsC_21	2.7.13.3		Sensor histidine kinase RcsC
MFNABGGJ_05465	CDS	378	cpdR			Response regulator receiver protein CpdR
MFNABGGJ_05466	CDS	1206	rcsC_22	2.7.13.3		Sensor histidine kinase RcsC
MFNABGGJ_05467	CDS	600	cheB_5	3.1.1.61	COG2201	Protein-glutamate methylesterase/protein-glutamine glutaminase
MFNABGGJ_05468	CDS	816	cheR	2.1.1.80		Chemotaxis protein methyltransferase
MFNABGGJ_05469	CDS	3498	rcsC_23	2.7.13.3		Sensor histidine kinase RcsC
MFNABGGJ_05470	CDS	360	cckA			Sensor kinase CckA
MFNABGGJ_05471	CDS	792				hypothetical protein
MFNABGGJ_05472	CDS	1446				hypothetical protein
MFNABGGJ_05473	CDS	1401				hypothetical protein
MFNABGGJ_05474	CDS	906				hypothetical protein
MFNABGGJ_05475	CDS	750				hypothetical protein
MFNABGGJ_05476	CDS	558				hypothetical protein
MFNABGGJ_05477	CDS	975				hypothetical protein
MFNABGGJ_05478	CDS	936				hypothetical protein
MFNABGGJ_05479	CDS	468				hypothetical protein
MFNABGGJ_05480	CDS	1008				hypothetical protein
MFNABGGJ_05481	CDS	1500				hypothetical protein
MFNABGGJ_05482	CDS	1050				hypothetical protein
MFNABGGJ_05483	CDS	1002				hypothetical protein
MFNABGGJ_05484	CDS	1587		3.1.6.-	COG3119	N-acetylgalactosamine-6-O-sulfatase
MFNABGGJ_05485	CDS	2493	speE_3	2.5.1.16		Polyamine aminopropyltransferase
MFNABGGJ_05486	CDS	669				hypothetical protein
MFNABGGJ_05487	CDS	2253	bepA_4	3.4.-.-		Beta-barrel assembly-enhancing protease
MFNABGGJ_05488	CDS	1824	dap	3.4.11.19		D-aminopeptidase
MFNABGGJ_05489	CDS	804				hypothetical protein
MFNABGGJ_05490	CDS	1278	rstB	2.7.13.3		Sensor protein RstB
MFNABGGJ_05491	CDS	708	rstA_2		COG0745	Transcriptional regulatory protein RstA
MFNABGGJ_05492	CDS	387	ectC	4.2.1.108		L-ectoine synthase
MFNABGGJ_05493	CDS	1200				hypothetical protein
MFNABGGJ_05494	CDS	603				hypothetical protein
MFNABGGJ_05495	CDS	861	uspE		COG0589	Universal stress protein E
MFNABGGJ_05496	CDS	735	prtR_2		COG2932	HTH-type transcriptional regulator PrtR
MFNABGGJ_05497	CDS	2592	mutS		COG0249	DNA mismatch repair protein MutS
MFNABGGJ_05498	CDS	324	fdxA		COG1146	Ferredoxin 1
MFNABGGJ_05499	CDS	1095	apbC		COG0489	Iron-sulfur cluster carrier protein
MFNABGGJ_05500	CDS	2052	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
MFNABGGJ_05501	CDS	825	rsxB	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
MFNABGGJ_05502	CDS	639	nth	4.2.99.18	COG0177	Endonuclease III
MFNABGGJ_05503	CDS	186				hypothetical protein
MFNABGGJ_05504	CDS	633	bvgA_4			Virulence factors putative positive transcription regulator BvgA
MFNABGGJ_05505	CDS	1218	argG	6.3.4.5	COG0137	Argininosuccinate synthase
MFNABGGJ_05506	CDS	909	pal_4			Peptidoglycan-associated lipoprotein
MFNABGGJ_05507	CDS	1047	pyrC_2	3.5.2.3	COG0418	Dihydroorotase
MFNABGGJ_05508	CDS	678	rnt	3.1.13.-	COG0847	Ribonuclease T
MFNABGGJ_05509	CDS	603	ahpC_2	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
MFNABGGJ_05510	CDS	219				hypothetical protein
MFNABGGJ_05511	CDS	471	bfr_2	1.16.3.1	COG2193	Bacterioferritin
MFNABGGJ_05512	CDS	339	grxD		COG0278	Glutaredoxin 4
MFNABGGJ_05513	CDS	2097	napA	1.9.6.1		Periplasmic nitrate reductase
MFNABGGJ_05514	CDS	924	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase 1, anabolic
MFNABGGJ_05515	CDS	1110	btuD_8	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
MFNABGGJ_05516	CDS	471	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
MFNABGGJ_05517	CDS	855	glpF		COG0580	Glycerol uptake facilitator protein
MFNABGGJ_05518	CDS	1506	glpK	2.7.1.30	COG0554	Glycerol kinase
MFNABGGJ_05519	CDS	756	glpR_3		COG1349	Glycerol-3-phosphate regulon repressor
MFNABGGJ_05520	CDS	1539	glpD	1.1.5.3	COG0578	Aerobic glycerol-3-phosphate dehydrogenase
MFNABGGJ_05521	CDS	723				hypothetical protein
MFNABGGJ_05522	CDS	1725	bfrD_2		COG4774	putative TonB-dependent receptor BfrD
MFNABGGJ_05523	CDS	450	bfrD_3		COG4774	putative TonB-dependent receptor BfrD
MFNABGGJ_05524	CDS	927	gltI_2		COG0834	Glutamate/aspartate import solute-binding protein
MFNABGGJ_05525	CDS	747	gltJ		COG0765	Glutamate/aspartate import permease protein GltJ
MFNABGGJ_05526	CDS	672	gltK		COG0765	Glutamate/aspartate import permease protein GltK
MFNABGGJ_05527	CDS	735	glnQ_9			Glutamine transport ATP-binding protein GlnQ
MFNABGGJ_05528	CDS	1902	dctB_3	2.7.13.3		C4-dicarboxylate transport sensor protein DctB
MFNABGGJ_05529	CDS	1341	dctD_4			C4-dicarboxylate transport transcriptional regulatory protein DctD
MFNABGGJ_05530	CDS	339	ydgC		COG3136	Inner membrane protein YdgC
MFNABGGJ_05531	CDS	489	pitA_2		COG0306	Low-affinity inorganic phosphate transporter 1
MFNABGGJ_05532	CDS	1047	pitA_3		COG0306	Low-affinity inorganic phosphate transporter 1
MFNABGGJ_05533	CDS	201				hypothetical protein
MFNABGGJ_05534	CDS	843	pcaR_2		COG1414	Pca regulon regulatory protein
MFNABGGJ_05535	CDS	1347	pcaK_2		COG0477	4-hydroxybenzoate transporter PcaK
MFNABGGJ_05536	CDS	858	catI	2.8.3.6		3-oxoadipate CoA-transferase subunit A
MFNABGGJ_05537	CDS	780	catJ	2.8.3.6		3-oxoadipate CoA-transferase subunit B
MFNABGGJ_05538	CDS	1203	pcaF	2.3.1.174		Beta-ketoadipyl-CoA thiolase
MFNABGGJ_05539	CDS	705	pcaH	1.13.11.3	COG3485	Protocatechuate 3,4-dioxygenase beta chain
MFNABGGJ_05540	CDS	567	pcaG	1.13.11.3	COG3485	Protocatechuate 3,4-dioxygenase alpha chain
MFNABGGJ_05541	CDS	1296	kgtP_3			Alpha-ketoglutarate permease
MFNABGGJ_05542	CDS	1365	pcaB	5.5.1.2	COG0015	3-carboxy-cis,cis-muconate cycloisomerase
MFNABGGJ_05543	CDS	792	catD_3	3.1.1.24	COG0596	3-oxoadipate enol-lactonase 2
MFNABGGJ_05544	CDS	399				hypothetical protein
MFNABGGJ_05545	CDS	1614				hypothetical protein
MFNABGGJ_05546	CDS	900				hypothetical protein
MFNABGGJ_05547	CDS	1251	nicP_8			Porin-like protein NicP
MFNABGGJ_05548	CDS	1458	ttgC_4			Toluene efflux pump outer membrane protein TtgC
MFNABGGJ_05549	CDS	3162	ttgB			Toluene efflux pump membrane transporter TtgB
MFNABGGJ_05550	CDS	1149	ttgA			Toluene efflux pump periplasmic linker protein TtgA
MFNABGGJ_05551	CDS	633	ttgR			HTH-type transcriptional regulator TtgR
MFNABGGJ_05552	CDS	1356	paaK_1	6.2.1.30		Phenylacetate-coenzyme A ligase
MFNABGGJ_05553	CDS	555				hypothetical protein
MFNABGGJ_05554	CDS	687				hypothetical protein
MFNABGGJ_05555	CDS	642	sgcG	1.3.99.24		2-amino-4-deoxychorismate dehydrogenase
MFNABGGJ_05556	CDS	885	eamA_3		COG0697	putative amino-acid metabolite efflux pump
MFNABGGJ_05557	CDS	900	lip1	3.1.1.3		Lipase 1
MFNABGGJ_05558	CDS	1476	sgcD	2.6.1.86		2-amino-4-deoxychorismate synthase
MFNABGGJ_05559	CDS	594	pabA	2.6.1.85	COG0512	Aminodeoxychorismate/anthranilate synthase component 2
MFNABGGJ_05560	CDS	837	lasR		COG2771	Transcriptional activator protein LasR
MFNABGGJ_05561	CDS	1056	nemA_2	1.3.1.-	COG1902	N-ethylmaleimide reductase
MFNABGGJ_05562	CDS	1167	ydhP_4		COG2814	Inner membrane transport protein YdhP
MFNABGGJ_05563	CDS	315				hypothetical protein
MFNABGGJ_05564	CDS	585	acpH	3.1.4.14	COG3124	Acyl carrier protein phosphodiesterase
MFNABGGJ_05565	CDS	792				hypothetical protein
MFNABGGJ_05566	CDS	756				hypothetical protein
MFNABGGJ_05567	CDS	888	rhtA		COG5006	Threonine/homoserine exporter RhtA
MFNABGGJ_05568	CDS	282				hypothetical protein
MFNABGGJ_05569	CDS	561				hypothetical protein
MFNABGGJ_05570	CDS	732	fabG_10	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
MFNABGGJ_05571	CDS	591	nsaD	5.99.1.4		2-hydroxychromene-2-carboxylate isomerase
MFNABGGJ_05572	CDS	1809				hypothetical protein
MFNABGGJ_05573	CDS	1161	iscS_2	2.8.1.7	COG1104	Cysteine desulfurase IscS
MFNABGGJ_05574	CDS	270				hypothetical protein
MFNABGGJ_05575	CDS	564	sfnF	1.5.1.42	COG0431	NADH-dependent FMN reductase SfnF
MFNABGGJ_05576	CDS	1146	msuD_2	1.14.14.5	COG2141	Methanesulfonate monooxygenase
MFNABGGJ_05577	CDS	1188	sfnC_3	1.14.14.-		putative FMNH2-dependent monooxygenase SfnC
MFNABGGJ_05578	CDS	1104	sfnR_2		COG1221	Sigma54-dependent transcriptional activator SfnR
MFNABGGJ_05579	CDS	363				hypothetical protein
