#                                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_1_length_570323_cov_37.907400_43   -            262 46726at72274         -            190   5.3e-82  272.8   4.7   1   1   3.2e-83   1.5e-81  271.3   4.7     6   188    18   236    14   239 0.87 # 44484 # 45269 # 1 # ID=1_43;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=3-4bp;gc_cont=0.640
NODE_30_length_81004_cov_38.527587_71   -            581 46726at72274         -            190   1.7e-15   56.0   0.6   2   2   2.1e-10     1e-08   33.9   0.1    84   153   464   535   445   540 0.80 # 74958 # 76700 # -1 # ID=30_71;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.649
NODE_2_length_306509_cov_38.263647_134  -            275 46726at72274         -            190   2.2e-15   55.6   0.2   1   2    0.0003     0.015   13.8   0.1    17    49    57    89    43   149 0.83 # 163838 # 164662 # -1 # ID=2_134;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.617
NODE_2_length_306509_cov_38.263647_134  -            275 46726at72274         -            190   2.2e-15   55.6   0.2   2   2   2.8e-12   1.3e-10   40.0   0.0    79   172   161   259   145   270 0.83 # 163838 # 164662 # -1 # ID=2_134;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.617
NODE_50_length_38784_cov_41.193789_20   -            370 46726at72274         -            190   2.6e-15   55.3   0.1   1   2   0.00085     0.041   12.3   0.0     6    49    19    65    16    78 0.86 # 21206 # 22315 # 1 # ID=50_20;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.613
NODE_50_length_38784_cov_41.193789_20   -            370 46726at72274         -            190   2.6e-15   55.3   0.1   2   2   1.5e-12   7.3e-11   40.8   0.0    64   151   117   207    99   212 0.76 # 21206 # 22315 # 1 # ID=50_20;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.613
NODE_4_length_234169_cov_37.461050_82   -            319 46726at72274         -            190   2.8e-15   55.2   0.5   1   2       0.2       9.5    4.6   0.0    10    42    24    59    15    76 0.77 # 85336 # 86292 # -1 # ID=4_82;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.644
NODE_4_length_234169_cov_37.461050_82   -            319 46726at72274         -            190   2.8e-15   55.2   0.5   2   2   5.2e-15   2.5e-13   48.9   0.1    79   172   149   247   128   257 0.82 # 85336 # 86292 # -1 # ID=4_82;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.644
NODE_22_length_101377_cov_36.717404_50  -            611 46726at72274         -            190   4.7e-15   54.5   0.4   1   2   4.4e-06   0.00021   19.7   0.1    13    49   382   421   373   454 0.78 # 48578 # 50410 # 1 # ID=22_50;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.613
NODE_22_length_101377_cov_36.717404_50  -            611 46726at72274         -            190   4.7e-15   54.5   0.4   2   2   4.8e-10   2.3e-08   32.7   0.0    83   167   502   588   492   604 0.78 # 48578 # 50410 # 1 # ID=22_50;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.613
NODE_39_length_54602_cov_38.240147_41   -            236 46726at72274         -            190   8.1e-15   53.7   0.3   1   2    0.0046      0.22    9.9   0.0     7    46    29    71    24    77 0.77 # 46695 # 47402 # -1 # ID=39_41;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.637
NODE_39_length_54602_cov_38.240147_41   -            236 46726at72274         -            190   8.1e-15   53.7   0.3   2   2   6.9e-13   3.4e-11   41.9   0.1    70   155   134   226    91   230 0.82 # 46695 # 47402 # -1 # ID=39_41;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.637
NODE_73_length_15589_cov_35.127321_4    -            223 46726at72274         -            190   9.7e-15   53.5   0.5   1   2   3.6e-05    0.0017   16.8   0.0    17    49    32    64    18   104 0.83 # 5245 # 5913 # -1 # ID=73_4;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.650
NODE_73_length_15589_cov_35.127321_4    -            223 46726at72274         -            190   9.7e-15   53.5   0.5   2   2   8.9e-11   4.3e-09   35.1   0.2    77   152   131   210   118   218 0.80 # 5245 # 5913 # -1 # ID=73_4;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.650
NODE_43_length_49495_cov_38.721802_37   -            329 46726at72274         -            190   1.1e-14   53.3   1.0   1   2      0.27        13    4.1   0.1     9    47    26    67    20   107 0.74 # 40436 # 41422 # -1 # ID=43_37;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.658
NODE_43_length_49495_cov_38.721802_37   -            329 46726at72274         -            190   1.1e-14   53.3   1.0   2   2   9.6e-15   4.7e-13   48.0   0.1    75   172   148   250   109   259 0.82 # 40436 # 41422 # -1 # ID=43_37;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.658
NODE_60_length_29790_cov_37.187224_2    -            226 46726at72274         -            190   1.1e-14   53.3   0.0   1   1   1.3e-13   6.1e-12   44.4   0.0    63   147   118   209    16   215 0.91 # 926 # 1603 # -1 # ID=60_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.627
NODE_5_length_229594_cov_37.843998_40   -            584 46726at72274         -            190   1.4e-14   52.9   0.4   1   2   0.00045     0.022   13.2   0.1    10    50   348   391   343   417 0.86 # 46311 # 48062 # 1 # ID=5_40;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.619
NODE_5_length_229594_cov_37.843998_40   -            584 46726at72274         -            190   1.4e-14   52.9   0.4   2   2     2e-11   9.7e-10   37.2   0.0    83   155   465   539   446   552 0.81 # 46311 # 48062 # 1 # ID=5_40;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.619
NODE_3_length_236953_cov_39.268499_5    -            843 46726at72274         -            190   1.5e-14   52.9   2.1   1   3   1.4e-06   6.8e-05   21.4   0.1    63   144   359   444   323   452 0.75 # 3238 # 5766 # -1 # ID=3_5;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.647
NODE_3_length_236953_cov_39.268499_5    -            843 46726at72274         -            190   1.5e-14   52.9   2.1   2   3       2.5   1.2e+02    1.0   0.0    20    47   527   555   510   558 0.73 # 3238 # 5766 # -1 # ID=3_5;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.647
NODE_3_length_236953_cov_39.268499_5    -            843 46726at72274         -            190   1.5e-14   52.9   2.1   3   3   1.5e-08   7.3e-07   27.8   0.0    79   152   725   803   706   833 0.70 # 3238 # 5766 # -1 # ID=3_5;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.647
NODE_52_length_37565_cov_39.615584_24   -            602 46726at72274         -            190     2e-14   52.5   0.2   1   2   0.00037     0.018   13.5   0.1    17    48   383   414   369   433 0.86 # 26935 # 28740 # -1 # ID=52_24;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.604
NODE_52_length_37565_cov_39.615584_24   -            602 46726at72274         -            190     2e-14   52.5   0.2   2   2   3.1e-11   1.5e-09   36.6   0.0    82   177   490   588   477   596 0.83 # 26935 # 28740 # -1 # ID=52_24;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.604
NODE_4_length_234169_cov_37.461050_147  -            590 46726at72274         -            190   2.5e-14   52.1   0.0   1   2     3e-05    0.0014   17.0   0.0    17    49   372   404   360   430 0.86 # 156973 # 158742 # -1 # ID=4_147;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.628
NODE_4_length_234169_cov_37.461050_147  -            590 46726at72274         -            190   2.5e-14   52.1   0.0   2   2   5.3e-10   2.6e-08   32.5   0.0    85   173   482   573   474   585 0.77 # 156973 # 158742 # -1 # ID=4_147;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.628
NODE_1_length_570323_cov_37.907400_212  -            278 46726at72274         -            190   9.3e-14   50.3   0.0   1   2    0.0031      0.15   10.4   0.0    10    36    47    76    42    93 0.75 # 233450 # 234283 # 1 # ID=1_212;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.602
NODE_1_length_570323_cov_37.907400_212  -            278 46726at72274         -            190   9.3e-14   50.3   0.0   2   2   1.3e-11   6.2e-10   37.8   0.0    81   147   170   238   134   248 0.80 # 233450 # 234283 # 1 # ID=1_212;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.602
NODE_16_length_126463_cov_38.500032_29  -            658 46726at72274         -            190   1.7e-13   49.5   0.1   1   2   0.00023     0.011   14.2   0.0     7    46    24    66    20    76 0.87 # 28614 # 30587 # 1 # ID=16_29;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=3-4bp;gc_cont=0.627
NODE_16_length_126463_cov_38.500032_29  -            658 46726at72274         -            190   1.7e-13   49.5   0.1   2   2   4.7e-10   2.2e-08   32.7   0.0    82   147   144   212   128   228 0.83 # 28614 # 30587 # 1 # ID=16_29;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=3-4bp;gc_cont=0.627
NODE_41_length_50826_cov_41.331002_23   -            653 46726at72274         -            190   1.8e-13   49.3   0.5   1   2   0.00092     0.044   12.2   0.1     9    49    25    68    21    71 0.86 # 22206 # 24164 # -1 # ID=41_23;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.614
NODE_41_length_50826_cov_41.331002_23   -            653 46726at72274         -            190   1.8e-13   49.3   0.5   2   2   1.3e-10   6.2e-09   34.5   0.0    80   151   141   214   127   234 0.79 # 22206 # 24164 # -1 # ID=41_23;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.614
NODE_2_length_306509_cov_38.263647_21   -            602 46726at72274         -            190   2.1e-13   49.1   0.0   1   2   0.00069     0.033   12.6   0.0     6    79   368   442   366   455 0.74 # 23078 # 24883 # -1 # ID=2_21;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.608
NODE_2_length_306509_cov_38.263647_21   -            602 46726at72274         -            190   2.1e-13   49.1   0.0   2   2     2e-10   9.7e-09   33.9   0.0    84   162   492   572   472   590 0.79 # 23078 # 24883 # -1 # ID=2_21;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.608
NODE_4_length_234169_cov_37.461050_21   -            309 46726at72274         -            190   1.6e-12   46.2   0.3   1   2     6e-06   0.00029   19.3   0.0     7    49    15    60    10    66 0.85 # 17258 # 18184 # 1 # ID=4_21;partial=00;start_type=ATG;rbs_motif=AGxAG;rbs_spacer=5-10bp;gc_cont=0.547
NODE_4_length_234169_cov_37.461050_21   -            309 46726at72274         -            190   1.6e-12   46.2   0.3   2   2     1e-07   4.9e-06   25.1   0.0    75   130   123   178   110   227 0.85 # 17258 # 18184 # 1 # ID=4_21;partial=00;start_type=ATG;rbs_motif=AGxAG;rbs_spacer=5-10bp;gc_cont=0.547
NODE_33_length_70147_cov_38.643328_29   -            575 46726at72274         -            190   3.8e-12   45.0   0.0   1   2   0.00021      0.01   14.3   0.0     6    64   384   448   379   455 0.80 # 38891 # 40615 # 1 # ID=33_29;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.587
NODE_33_length_70147_cov_38.643328_29   -            575 46726at72274         -            190   3.8e-12   45.0   0.0   2   2   9.8e-09   4.7e-07   28.4   0.0    75   136   483   546   459   555 0.76 # 38891 # 40615 # 1 # ID=33_29;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.587
NODE_16_length_126463_cov_38.500032_35  -            552 46726at72274         -            190   8.4e-12   43.9   0.3   1   2   1.9e-07   9.4e-06   24.2   0.1    17    49   367   399   356   407 0.87 # 37712 # 39367 # 1 # ID=16_35;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.600
NODE_16_length_126463_cov_38.500032_35  -            552 46726at72274         -            190   8.4e-12   43.9   0.3   2   2   2.5e-05    0.0012   17.3   0.0    60   144   438   530   431   545 0.79 # 37712 # 39367 # 1 # ID=16_35;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.600
NODE_12_length_152381_cov_38.336288_42  -            366 46726at72274         -            190   9.6e-12   43.7   0.0   1   2   4.8e-06   0.00023   19.6   0.0    20    49    39    68    29    89 0.90 # 55800 # 56897 # -1 # ID=12_42;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.602
NODE_12_length_152381_cov_38.336288_42  -            366 46726at72274         -            190   9.6e-12   43.7   0.0   2   2   8.8e-07   4.3e-05   22.0   0.0    69   173   124   234    97   242 0.78 # 55800 # 56897 # -1 # ID=12_42;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.602
NODE_12_length_152381_cov_38.336288_43  -            365 46726at72274         -            190   1.3e-11   43.3   0.5   1   2   0.00086     0.042   12.3   0.1    20    58    32    70    11   121 0.80 # 56897 # 57991 # -1 # ID=12_43;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.612
NODE_12_length_152381_cov_38.336288_43  -            365 46726at72274         -            190   1.3e-11   43.3   0.5   2   2   5.3e-09   2.6e-07   29.3   0.1    78   130   126   179   109   228 0.76 # 56897 # 57991 # -1 # ID=12_43;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.612
NODE_1_length_570323_cov_37.907400_245  -            235 46726at72274         -            190   1.3e-11   43.2   0.3   1   2    0.0011     0.055   11.9   0.0    17    48    31    63    17    70 0.80 # 274735 # 275439 # 1 # ID=1_245;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.662
NODE_1_length_570323_cov_37.907400_245  -            235 46726at72274         -            190   1.3e-11   43.2   0.3   2   2   4.2e-09     2e-07   29.6   0.1    70   141   128   203   103   219 0.76 # 274735 # 275439 # 1 # ID=1_245;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.662
NODE_21_length_103627_cov_39.260850_62  -            241 46726at72274         -            190   4.5e-11   41.5   0.1   1   2   7.1e-05    0.0034   15.8   0.0     5    50    24    72    20   113 0.87 # 76006 # 76728 # -1 # ID=21_62;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.645
NODE_21_length_103627_cov_39.260850_62  -            241 46726at72274         -            190   4.5e-11   41.5   0.1   2   2   2.4e-07   1.2e-05   23.9   0.0    84   132   153   201   132   222 0.80 # 76006 # 76728 # -1 # ID=21_62;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.645
NODE_12_length_152381_cov_38.336288_30  -            573 46726at72274         -            190   2.5e-09   35.8   0.0   1   2   0.00049     0.024   13.1   0.0    16    40   363   387   349   397 0.81 # 42670 # 44388 # 1 # ID=12_30;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.485
NODE_12_length_152381_cov_38.336288_30  -            573 46726at72274         -            190   2.5e-09   35.8   0.0   2   2   2.9e-06   0.00014   20.4   0.0    78   174   459   557   438   567 0.80 # 42670 # 44388 # 1 # ID=12_30;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.485
NODE_2_length_306509_cov_38.263647_259  -            387 46726at72274         -            190   5.9e-07   28.1   0.2   1   2    0.0054      0.26    9.7   0.0    16    48    20    53     9    58 0.78 # 298977 # 300137 # 1 # ID=2_259;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.641
NODE_2_length_306509_cov_38.263647_259  -            387 46726at72274         -            190   5.9e-07   28.1   0.2   2   2   5.8e-05    0.0028   16.1   0.0    66   145   266   349   233   366 0.81 # 298977 # 300137 # 1 # ID=2_259;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.641
NODE_4_length_234169_cov_37.461050_34   -            232 46726at72274         -            190    0.0062   15.0   0.1   1   1   0.00033     0.016   13.6   0.0    95   139    41    83    15    93 0.82 # 29679 # 30374 # -1 # ID=4_34;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.619
NODE_83_length_10455_cov_33.862787_10   -            942 46726at72274         -            190     0.093   11.1   0.7   1   1     0.012      0.59    8.5   0.7    14   138   169   281   158   286 0.72 # 7438 # 10263 # 1 # ID=83_10;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.648
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /data2/PEG/hoaxaca/REAA/Pseudomonas/bin/busco_downloads/lineages/pseudomonadales_odb10/hmms/46726at72274.hmm
# Target file:     /data2/PEG/hoaxaca/REAA/Pseudomonas/bin/../out/busco/trim_130.spades_def/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout /data2/PEG/hoaxaca/REAA/Pseudomonas/bin/../out/busco/trim_130.spades_def/run_pseudomonadales_odb10/hmmer_output/46726at72274.out --cpu 1 /data2/PEG/hoaxaca/REAA/Pseudomonas/bin/busco_downloads/lineages/pseudomonadales_odb10/hmms/46726at72274.hmm /data2/PEG/hoaxaca/REAA/Pseudomonas/bin/../out/busco/trim_130.spades_def/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /data2/PEG/hoaxaca/REAA/Pseudomonas/bin
# Date:            Mon Feb 20 00:29:31 2023
# [ok]
